cve_asenta|nom_clave|nom_asenta|nom_tipo_asenta|nom_agem|nom_agee|nom_ciudad|cve_agee|cve_oficina|cve_tipo_asenta|cve_agem|nom_zona|cve_ciudad
"7218"|"56334"|"Fundidores"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7219"|"56334"|"Luis Córdoba Reyes"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7220"|"56334"|"Carpinteros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7221"|"56334"|"Marco Antonio Sosa"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7222"|"56334"|"Herreros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7223"|"56334"|"Pescadores"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7224"|"56334"|"Tepalcate"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7225"|"56334"|"Canasteros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7226"|"56334"|"Mineros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7227"|"56334"|"San Pablo Parte Baja"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7228"|"56334"|"San Pedro Parte Baja"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7229"|"56335"|"Rancho de las Nieves"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7230"|"56335"|"Acuitlapilco Primera Sección"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7231"|"56335"|"Ciudad Alegre"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7232"|"56335"|"José María Luis Mora"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7233"|"56335"|"Santa María Nativitas"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7234"|"56335"|"Acuitlapilco Tercera Sección"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7235"|"56335"|"Nueva Tepalcates"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7236"|"56335"|"Guadalupe"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7237"|"56335"|"San Miguel"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7238"|"56335"|"Jardines de Acuitlapilco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7239"|"56335"|"Corte Portezuelos"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7240"|"56335"|"Lomas de Santa María"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7241"|"56335"|"Apapasco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7242"|"56335"|"Cuatro de Febrero"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7243"|"56335"|"Primavera"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7244"|"56335"|"Acuitlapilco Segunda Sección"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7245"|"56335"|"Luis Donaldo Colosio"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7246"|"56335"|"Arboledas"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7247"|"56335"|"Constructores"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7248"|"56335"|"El Llano de Santa María"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7249"|"56335"|"Unión Antorchista"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7250"|"56337"|"San Juan Zapotla"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7251"|"56337"|"Tlaixco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7252"|"56337"|"Copalera"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7253"|"56337"|"Ladera"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7254"|"56337"|"La Mina"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7255"|"56337"|"Santo Domingo"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7256"|"56337"|"Arenitas"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7257"|"56337"|"Lomas de Totolco Tlatelco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7258"|"56337"|"Olmedo"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7259"|"56337"|"Cornejal"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7260"|"56337"|"El Pocito"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7261"|"56337"|"San Isidro"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7262"|"56337"|"El Capulín"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7263"|"56337"|"Lomas de Chimalhuacán"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7264"|"56337"|"Apelsa"|"Fraccionamiento"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"21"|"31"|"Urbano"|"2"
"7265"|"56337"|"San Andrés"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"2"|"31"|"Urbano"|"2"
"7266"|"56337"|"Tepenepantla"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7267"|"56338"|"Corte Lomas de Buenavista"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7268"|"56338"|"Ampliación Lomas de San Pablo"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7269"|"56338"|"Corte la Palma Primera Sección"|"Ejido"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"15"|"31"|"Urbano"|"2"
"7270"|"56338"|"Corte Santa Cruz"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7271"|"56338"|"Corte Xolhuango"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7272"|"56338"|"Lomas de Chocolín"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7273"|"56338"|"Lomas de San Pablo"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7274"|"56338"|"Corte la Joya"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7275"|"56338"|"Corte la Palma Segunda Sección"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7276"|"56338"|"Corte el Pocito"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7277"|"56338"|"Corte Escalerillas"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7278"|"56338"|"Corte San Pablo"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7279"|"56338"|"Corte San Isidro"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7280"|"56338"|"Corte Huatongo"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56331"|"9"|"31"|"Urbano"|"2"
"7281"|"56340"|"San Lorenzo Parte Alta"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7282"|"56340"|"Cerro de Las Palomas"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7283"|"56340"|"San Lorenzo"|"Fraccionamiento"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"21"|"31"|"Urbano"|"2"
"7284"|"56340"|"Ampliación San Lorenzo (Parte Alta)"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7285"|"56340"|"San Lorenzo Chimalco"|"Villa"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"32"|"31"|"Urbano"|"2"
"7286"|"56343"|"SUTAUR Oriente"|"Fraccionamiento"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"21"|"31"|"Urbano"|"2"
"7287"|"56343"|"San José Buenavista"|"Fraccionamiento"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"21"|"31"|"Urbano"|"2"
"7288"|"56343"|"Miramar"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7289"|"56343"|"Tequesquinahuac"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7290"|"56343"|"Los Olivos"|"Fraccionamiento"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"21"|"31"|"Urbano"|"2"
"7291"|"56343"|"Adolfo López Mateos"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7292"|"56343"|"Ampliación San Agustín"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7293"|"56343"|"Villa San Agustín Atlapulco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7294"|"56343"|"Buenos Aires"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7295"|"56343"|"Tierra Santa (Maravillas)"|"Fraccionamiento"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"21"|"31"|"Urbano"|"2"
"7296"|"56343"|"Balcones de San Agustín"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7297"|"56343"|"Ampliación San Agustín Zona Poniente"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7298"|"56343"|"Israel"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7299"|"56343"|"Ampliación San Agustín Zona Oriente"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7300"|"56343"|"Jardines de San Agustín (La Isla, Sancho Ganadero)"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7301"|"56343"|"Zona Comunal San Agustín"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7302"|"56343"|"Diecisiete de Marzo"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7303"|"56344"|"Villa los Colorines"|"Fraccionamiento"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"21"|"31"|"Urbano"|"2"
"7304"|"56344"|"Ejido San Agustín Atlapulco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7305"|"56346"|"Filiberto Gómez"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7306"|"56346"|"Progreso de Oriente"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7307"|"56346"|"Xaltipac"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7308"|"56350"|"Xochiaca"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7309"|"56350"|"Xochitenco 3a Sección"|"Villa"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"32"|"31"|"Urbano"|"2"
"7310"|"56350"|"Diecisiete de Septiembre"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7311"|"56350"|"Xochiaca 2a Sección"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7312"|"56350"|"La Joyita"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7313"|"56350"|"Xochitenco Parte Alta"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7314"|"56350"|"Ampliación Xochiaca parte Alta"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7315"|"56350"|"Santa Cecilia Xochiaca"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7316"|"56353"|"Arturo Montiel"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7317"|"56353"|"Orfebres"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7318"|"56353"|"Saraperos"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7319"|"56353"|"Tlatelco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7320"|"56356"|"Canteros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7321"|"56356"|"Santa Cruz"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7322"|"56356"|"Jugueteros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7323"|"56356"|"Tejedores"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7324"|"56356"|"Vidrieros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7325"|"56356"|"Talabarteros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7326"|"56356"|"Plateros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7327"|"56360"|"Xochitenco 2a Sección"|"Villa"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"32"|"31"|"Urbano"|"2"
"7328"|"56360"|"Xochitenco 1a Sección"|"Villa"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"32"|"31"|"Urbano"|"2"
"7329"|"56360"|"San Juan Xochitenco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7330"|"56363"|"Alfareros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7331"|"56363"|"La Rosita"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7332"|"56363"|"Nueva Margarita"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7333"|"56363"|"Transportistas"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7334"|"56363"|"Ebanistas"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7335"|"56366"|"Curtidores"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7336"|"56366"|"Hojalateros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7337"|"56366"|"Tlatel Xochitenco"|"Colonia"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"9"|"31"|"Urbano"|"2"
"7338"|"56366"|"Cesteros"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7339"|"56366"|"Talladores"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7340"|"56366"|"Labradores"|"Barrio"|"Chimalhuacán"|"México"|"Chimalhuacán"|"15"|"56351"|"2"|"31"|"Urbano"|"2"
"7341"|"56370"|"San Vicente Chicoloapan de Juárez Centro"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7342"|"56373"|"Los Ángeles"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7343"|"56373"|"Tejocote"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7344"|"56373"|"Bonito El Manzano"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7345"|"56373"|"Bonito San Vicente"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7346"|"56373"|"Hacienda Vista Real"|"Conjunto habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"12"|"29"|"Urbano"|"27"
"7347"|"56373"|"Santa Cecilia"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7348"|"56373"|"El Arenal"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7349"|"56373"|"El Encino"|"Fraccionamiento"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"21"|"29"|"Urbano"|"27"
"7350"|"56373"|"San Antonio"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7351"|"56373"|"San Juan"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7352"|"56375"|"Presidentes"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7353"|"56375"|"Hacienda Piedras Negras"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7354"|"56375"|"El Vergel"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7355"|"56376"|"Santa Rosa"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7356"|"56376"|"Auris III"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7357"|"56376"|"Auris II"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7358"|"56376"|"Ampliación Santa Rosa"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7359"|"56377"|"San José"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7360"|"56377"|"San Miguel"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7361"|"56377"|"Venustiano Carranza"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7362"|"56377"|"Tlatel"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7363"|"56377"|"México 86"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7364"|"56377"|"2 de Marzo"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7365"|"56377"|"Ampliación Presidentes"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7366"|"56377"|"Arboledas"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7367"|"56377"|"Navidad"|"Barrio"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"2"|"29"|"Urbano"|"27"
"7368"|"56377"|"Auris I"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7369"|"56380"|"Real de San Vicente I"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7370"|"56380"|"Lomas Chicoloapan"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7371"|"56383"|"Hacienda los Reyes"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7372"|"56383"|"Lomas de Chicoloapan III"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7373"|"56383"|"Real de San Vicente II"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7374"|"56383"|"Ciudad Galaxia los Reyes"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7375"|"56384"|"Loma San Pedro"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Rural"|"27"
"7376"|"56384"|"La Venta Cuautlalpan"|"Ejido"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"15"|"29"|"Rural"|"27"
"7377"|"56386"|"San Patricio"|"Colonia"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"9"|"29"|"Urbano"|"27"
"7378"|"56386"|"Rancho San Miguel"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7379"|"56386"|"Geovillas de Costitlán"|"Unidad habitacional"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"31"|"29"|"Urbano"|"27"
"7380"|"56386"|"La Copalera"|"Ejido"|"Chicoloapan"|"México"|"San Vicente Chicoloapan de Juárez"|"15"|"56371"|"15"|"29"|"Rural"|"27"
