cve_asenta|nom_clave|nom_asenta|nom_tipo_asenta|nom_agem|nom_agee|nom_ciudad|cve_agee|cve_oficina|cve_tipo_asenta|cve_agem|nom_zona|cve_ciudad
"0001"|"50000"|"Centro"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0002"|"50010"|"Los Girasoles IV"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0003"|"50010"|"Universidad"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0004"|"50010"|"Del Panteón"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0005"|"50010"|"Celanese"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0006"|"50010"|"Guadalupe"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0007"|"50010"|"Los Girasoles III"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0008"|"50010"|"Tlacopa"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0009"|"50010"|"Galaxias de San Lorenzo"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Rural"|"20"
"0010"|"50010"|"Club Jardín"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0011"|"50010"|"El Balcón"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0012"|"50010"|"Los Girasoles"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0013"|"50010"|"San Lorenzo Tepaltitlán Centro"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0014"|"50010"|"San Angelin"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0015"|"50010"|"La Loma"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0016"|"50010"|"Villas Tepaltitlán"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0017"|"50010"|"La Cruz Comalco"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0018"|"50010"|"Los Girasoles II"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0019"|"50010"|"San Juan de la Cruz"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0020"|"50010"|"La Magdalena"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0021"|"50010"|"El Tejocote"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0022"|"50010"|"Los Girasoles I"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0023"|"50010"|"Hacienda San Agustín"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0024"|"50010"|"Gran Morada"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0025"|"50016"|"Jardines de la Crespa"|"Unidad habitacional"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"31"|"106"|"Urbano"|"20"
"0026"|"50016"|"Parque industrial San Antonio"|"Zona industrial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"37"|"106"|"Urbano"|"20"
"0027"|"50016"|"De la Crespa"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0028"|"50017"|"Las Brisas"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Rural"|"20"
"0029"|"50017"|"Rincón de San Lorenzo"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0030"|"50018"|"Las Flores"|"Residencial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"30"|"106"|"Urbano"|"20"
"0031"|"50018"|"El Mogote"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0032"|"50018"|"San Antonio"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0033"|"50019"|"El Charco"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0034"|"50019"|"San Rafael"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0035"|"50020"|"Bosques de la Mora"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0036"|"50020"|"Los Ángeles"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0037"|"50020"|"Rinconada de la Mora"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0038"|"50020"|"3 Caminos"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0039"|"50020"|"Valle de Santiago Residencial"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0040"|"50020"|"Los Frailes"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0041"|"50020"|"Rancho la Mora"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0042"|"50020"|"Santiago Miltepec"|"Pueblo"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"28"|"106"|"Urbano"|"20"
"0043"|"50026"|"Carlos Hank González"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0044"|"50040"|"La Retama"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0045"|"50040"|"Unión"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0046"|"50040"|"Sor Juana Inés de la Cruz"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0047"|"50040"|"Electricistas Locales"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0048"|"50040"|"San Luis Obispo"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0049"|"50040"|"Sector Popular"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0050"|"50040"|"La Teresona"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0051"|"50040"|"San Miguel Apinahuizco"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0052"|"50050"|"Zopilocalco Sur"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0053"|"50050"|"El Cóporo"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0054"|"50050"|"Santa Bárbara"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0055"|"50050"|"Zopilocalco Norte"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0056"|"50060"|"Niños Héroes (Pensiones)"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0057"|"50060"|"Doctores"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0058"|"50060"|"Lomas Altas"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0059"|"50060"|"San Juan Buenavista"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0060"|"50060"|"Huitzila"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0061"|"50069"|"Centro SCT México"|"Gran usuario"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"22"|"106"|"Urbano"|"20"
"0062"|"50070"|"Villas Fontana II"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0063"|"50070"|"Villas Fontana I"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0064"|"50070"|"Independencia"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0065"|"50070"|"Fidel Velázquez"|"Unidad habitacional"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"31"|"106"|"Urbano"|"20"
"0066"|"50070"|"Reforma y Ferrocarriles Nacionales"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0067"|"50070"|"Meteoro"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0068"|"50071"|"Toluca"|"Zona industrial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"37"|"106"|"Urbano"|"20"
"0069"|"50075"|"Las Torres"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0070"|"50075"|"Científicos"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0071"|"50080"|"San Bernardino"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0072"|"50080"|"La Merced  (Alameda)"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0073"|"50090"|"Santa Clara"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0074"|"50090"|"5 de Mayo"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0075"|"50100"|"La Ribera II"|"Residencial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"30"|"106"|"Urbano"|"20"
"0076"|"50100"|"La Ribera III"|"Residencial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"30"|"106"|"Urbano"|"20"
"0077"|"50100"|"Miguel Hidalgo (Corralitos)"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0078"|"50100"|"14 de Diciembre"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0079"|"50100"|"El Trigo"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0080"|"50100"|"San Mateo Oxtotitlán"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0081"|"50100"|"Bosques de San Mateo"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0082"|"50100"|"La Joya"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0083"|"50100"|"Protinbos"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0084"|"50100"|"Rincón del Parque"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0085"|"50100"|"La Ribera I"|"Residencial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"30"|"106"|"Urbano"|"20"
"0086"|"50100"|"Parque de San Mateo"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0087"|"50100"|"Ex-Hacienda San Jorge"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0088"|"50100"|"La Ribera IV"|"Residencial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"30"|"106"|"Urbano"|"20"
"0089"|"50100"|"Niños Héroes"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0090"|"50100"|"Nueva Oxtotitlán"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0091"|"50100"|"Lomas de San Mateo"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0092"|"50100"|"Parques Nacionales"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0093"|"50103"|"De Tlayaca"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0094"|"50103"|"De Tlanepantla"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0095"|"50103"|"De Atotonilco"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0096"|"50110"|"Cultural"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0097"|"50110"|"Vicente Guerrero"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0098"|"50110"|"Del Deporte"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0099"|"50110"|"Villas de San Buenaventura"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0100"|"50110"|"Guadalupe San Buenaventura"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0101"|"50110"|"Real del Bosque"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0102"|"50110"|"San Buenaventura"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0103"|"50110"|"Plazas de San Buenaventura"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0104"|"50115"|"Loma Bonita"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0105"|"50120"|"Morelos 1a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0106"|"50120"|"Granjas"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0107"|"50120"|"Ciprés"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0108"|"50120"|"Colón"|"Residencial"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"30"|"106"|"Urbano"|"20"
"0109"|"50120"|"Morelos 2a Secc"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0110"|"50120"|"Federal (Adolfo López Mateos)"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0111"|"50122"|"Zona Militar"|"Zona federal"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"34"|"106"|"Urbano"|"20"
"0112"|"50123"|"Paseo Tollocan INFONAVIT"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0113"|"50130"|"Francisco Murguía El Ranchito"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0114"|"50130"|"Universidad"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0115"|"50130"|"Américas"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0116"|"50130"|"Cuauhtémoc"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0117"|"50130"|"Altamirano"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0118"|"50140"|"Villas Florencia"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0119"|"50140"|"Valle Verde"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0120"|"50140"|"Terminal"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0121"|"50140"|"Nueva Santa María"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0122"|"50140"|"Valle Don Camilo"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0123"|"50140"|"Santa María de las Rosas"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0124"|"50140"|"Nueva Santa María de las Rosas"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0125"|"50150"|"Comisión Federal de Electricidad"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0126"|"50150"|"Izcalli IPIEM"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0127"|"50150"|"Progreso"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0128"|"50150"|"Salvador Sánchez Colín"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0129"|"50150"|"Izcalli Toluca"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0130"|"50150"|"San Sebastián"|"Barrio"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"2"|"106"|"Urbano"|"20"
"0131"|"50150"|"Juan Beltrán"|"Conjunto habitacional"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"12"|"106"|"Urbano"|"20"
"0132"|"50150"|"Vértice"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0133"|"50160"|"Villas de Santa Ana III"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0134"|"50160"|"Villas de Santa Ana VI"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0135"|"50160"|"Villas de Santa Ana V"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0136"|"50160"|"Villas de Santa Ana VII"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0137"|"50160"|"Villas de Santa Ana I"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0138"|"50160"|"Villas de Santa Ana IV"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0139"|"50160"|"Santa Ana Tlapaltitlán"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"9"|"106"|"Urbano"|"20"
"0140"|"50160"|"Villas de Santa Ana II"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0141"|"50160"|"Villas de Santa Ana"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50161"|"21"|"106"|"Urbano"|"20"
"0142"|"50168"|"Santa María Zozoquilpan"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0143"|"50168"|"La Machincuepa"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0144"|"50170"|"Las Haciendas"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0145"|"50170"|"Ocho Cedros"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0146"|"50170"|"El Seminario 5a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0147"|"50170"|"Héroes del 5 de Mayo"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0148"|"50170"|"Isidro Fabela 2a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0149"|"50170"|"Rancho Dolores"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0150"|"50170"|"El Seminario 4a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0151"|"50170"|"Ocho Cedros 2a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0152"|"50170"|"Isidro Fabela 1a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0153"|"50170"|"El Seminario 3a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0154"|"50170"|"Villas el Limoncito"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0155"|"50170"|"El Seminario 1a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0156"|"50170"|"El Seminario 2a Sección"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0157"|"50170"|"Villa Hogar"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0158"|"50180"|"Del Parque"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0159"|"50180"|"Azteca"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0160"|"50180"|"Ampliación Lázaro Cárdenas"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0161"|"50180"|"Bosques de Colón"|"Fraccionamiento"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"21"|"106"|"Urbano"|"20"
"0162"|"50180"|"Moderna de la Cruz"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0163"|"50180"|"Hermanos de la Vega"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0164"|"50180"|"Lázaro Cárdenas"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0165"|"50190"|"Unidad Victoria"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0166"|"50190"|"Benito Juárez"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0167"|"50190"|"Emiliano Zapata"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0168"|"50190"|"La Magdalena"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Rural"|"20"
"0169"|"50190"|"Eva Sámano de López Mateos"|"Colonia"|"Toluca"|"México"|"Toluca de Lerdo"|"15"|"50091"|"9"|"106"|"Urbano"|"20"
"0170"|"50200"|"Santa Rosa"|"Colonia"|"Toluca"|"México"|""|"15"|"50091"|"9"|"106"|"Urbano"|""
"0171"|"50200"|"San Andrés Cuexcontitlán"|"Pueblo"|"Toluca"|"México"|""|"15"|"50091"|"28"|"106"|"Rural"|""
